Image#,Source PDF,Year,Type of Chart,Secondary Type Of Chart,Description,PDF Link
547,2007 The Physical Science Basis,2007,Line Chart,None,"Variations of deuterium (?D; black), a proxy for local temperature, and the atmospheric concentrations of the greenhouse gases CO2 (red), CH4 (blue), and nitrous oxide (N2O; green) derived from air trapped within ice cores from Antarctica and from recent atmospheric measurements",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
548,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"The concentrations and radiative forcing by (a) CO2, (b) CH4 and (c) nitrous oxide (N2O), and (d) the rate of change in their combined radiative forcing over the last 20 kyr reconstructed from antarctic and Greenland ice and fi rn data (symbols) and direct atmospheric measurements (red and magenta lines). The grey bars show the reconstructed ranges of natural variability for the past 650 kyr (Siegenthaler et al., 2005a; Spahni et al., 2005). Radiative forcing was computed with the simplifi ed expressions of Chapter 2 (Myhre et al., 1998).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
549,2007 The Physical Science Basis,2007,Heat Map,Dotted Distribution,"The Last Glacial Maximum climate (approximately 21 ka) relative to the pre-industrial (1750) climate. (Top left) Global annual mean radiative infl uences (W m�2) of LGM climate change agents, generally feedbacks in glacial-interglacial cycles, but also specifi ed in most Atmosphere-Ocean General Circulation Model (AOGCM) simulations for the LGM.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
550,2007 The Physical Science Basis,2007,Heat Map,Cartogram,"Summer surface air temperature change over the Arctic (left) and annual minimum ice thickness and extent for Greenland and western arctic glaciers (right) for the LIG from a multi-model and a multi-proxy synthesis. The multi-model summer warming simulated by the National Center for Atmospheric Research (NCAR) Community Climate System Model (CCSM), 130 ka minus present (Otto-Bliesner et al., 2006b), and the ECHAM4 HOPE-G (ECHO-G) model, 125 ka minus pre-industrial",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
551,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"The evolution of climate indicators from the NH (panels a to d), and from Antarctica (panels e to g), over the period 64 to 30 ka. (a) Anhysteretic remanent magnetisation (ARM), here a proxy of the northward extent of Atlantic MOC, from an ocean sediment core from the Nordic Seas (Dokken and Jansen, 1999);",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
552,2007 The Physical Science Basis,2007,Line Chart,Line Chart,The ice-equivalent eustatic sea level history over the last glacial-interglacial cycle according to the analysis of Waelbroeck et al. (2002). The smooth black line defi nes the mid-point of their estimates for each age and the surrounding hatched region provides an estimate of error,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
553,2007 The Physical Science Basis,2007,Area Chart,None,"Timing and intensity of maximum temperature deviation from pre-industrial levels, as a function of latitude (vertical axis) and time (horizontal axis, in thousands of years before present ). Temperatures above pre-industrial levels by 0.5�C to 2�C appear in orange (above 2�C in red).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
554,2007 The Physical Science Basis,2007,Dotted Distribution Map,Dotted Distribution Map,"Locations of proxy records with data back to AD 1000, 1500 and 1750 (instrumental: red thermometers; tree ring: brown triangles; borehole: black circles; ice core/ice borehole: blue stars; other including low-resolution records: purple squares) that have been used to reconstruct NH or SH temperatures by studies shown in Figure 6.10 (see Table 6.1, excluding O2005) or used to indicate SH regional temperatures (Figure 6.12).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
555,2007 The Physical Science Basis,2007,Line Chart,None,"Temperature reconstructions for regions in the SH: two annual temperature series from South American tree ring data (Villalba et al., 2003);",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
556,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Radiative forcings and simulated temperatures during the last 1.1 kyr. Global mean radiative forcing (W m�2) used to drive climate model simulations due to (a) volcanic activity, (b) solar irradiance variations and (c) all other forcings (which vary between models, but always include greenhouse gases, and, except for those with dotted lines after 1900,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
557,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Simulated temperatures during the last 1 kyr with and without anthropogenic forcing, and also with weak or strong solar irradiance variations. Global mean radiative forcing (W m�2) used to drive climate model simulations due to (a) volcanic activity, (b) strong (blue) and weak (brown) solar irradiance variations, and (c) all other forcings, including greenhouse gases and tropospheric sulphate aerosols",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
558,2007 The Physical Science Basis,2007,Line Chart,None,"Sulphate (SO4 2�) concentrations in Greenland (Bigler et al., 2002, red line; Mieding, 2005, blue) and antarctic (Traufetter et al., 2004, dash, violet) ice cores during the last millennium.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
559,2007 The Physical Science Basis,2007,Bar Graph,None,"Rainfall, runoff and evapotranspiration derived from climate simulation results of Hahmann (H; 2004) and Wang and Eltahir (W; 2000).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
560,2007 The Physical Science Basis,2007,Bar Graph,None,"Coupling strength (a nondimensional pattern similarity diagnostic defi ned in Koster et al., 2006) between summer rainfall and soil water in models assessed by the GLACE study (Guo et al., 2006),",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
561,2007 The Physical Science Basis,2007,Step chart,Step chart,"Changes in global atmospheric CO2 concentrations. (a) Annual (bars) and fi ve-year mean (lower black line) changes in global CO2 concentrations, from Scripps Institution of Oceanography observations (mean of South Pole and Mauna Loa; Keeling and Whorf, 2005, updated).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
562,2007 The Physical Science Basis,2007,Scatter Plot,None,"The difference between CO2 concentration in the NH and SH (y axis), computed as the difference between annual mean concentrations (ppm) at Mauna Loa and the South Pole (",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
563,2007 The Physical Science Basis,2007,Box and Whiskers,None,"Individual estimates of the ocean-atmosphere fl ux reported in Chapter 5 and of the related land-atmosphere fl ux required to close the global carbon budget. The dark thick lines are the revised budget estimates in the AR4 for the 1980s, the 1990s and the early 2000s, respectively.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
564,2007 The Physical Science Basis,2007,Dotted Distribution,Dotted Distribution,Regional ocean-atmosphere and land-atmosphere CO2 fl uxes for the NH (top) and the globe (bottom) from inversion ensembles and bottom-up studies.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
565,2007 The Physical Science Basis,2007,Heat Map,None,"Estimates (4� � 5�) of sea-to-air fl ux of CO2, computed using 940,000 measurements of surface water pCO2 collected since 1956 and averaged monthly, together with NCEP/NCAR 41-year mean monthly wind speeds and a",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
566,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Year-to-year anomalies in ocean-atmosphere and land-atmosphere CO2 fl uxes (GtC yr�1) from interannual inversion ensembles covering the past 20 years or so, grouped into large latitude bands, and over the globe.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
567,2007 The Physical Science Basis,2007,Line Chart,Heat Map,"(a) The Revelle factor (or buffer factor) as a function of CO2 partial pressure (for temperature 25�C, salinity 35 psu, and total alkalinity 2,300 ?mol kg�1) (Zeebe and Wolf-Gladrow, 2001, page 73; reprinted with permission, copyright 2001 Elsevier). (b) The geographical distribution of the buffer factor in ocean surface waters in 1994 (Sabine et al., 2004a; reprinted with permission, copyright 2004 American Association for the Advancement of Science). High values indicate a low buffer capacity of the surface waters.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
568,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Model projections of the neutralization of anthropogenic CO2 for an ocean-only model, a model including dissolution of CaCO3 sediment and a model including weathering of silicate rocks,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
569,2007 The Physical Science Basis,2007,Connected Scatter Plot,None,Predicted increase in the fraction of total emissions that add to atmospheric CO2. Changes in the mean partitioning of emissions as simulated by the C4MIP models up to 2000,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
570,2007 The Physical Science Basis,2007,box and Whiskers,None,"Uncertainties in carbon cycle feedbacks estimated from analysis of the results from the C4MIP models. Each effect is given in terms of its impact on the mean airborne fraction over the simulation period (typically 1860 to 2100),",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
571,2007 The Physical Science Basis,2007,Scatter Plot,Line Chart,"a) Changes in the emissions of fuel combustion NOx and atmospheric N2O mixing ratios since 1750. Mixing ratios of N2O provide the atmospheric measurement constraint on global changes in the N cycle. (b) Changes in the indices of the global agricultural N cycle since 1850: the production of  anure, fertilizer and estimates of crop N fi xation. For data sources see http://www-eosdis.ornl.gov/ (Holland et al., 2005b) and http://www.cmdl.noaa.gov/. Figure adapted from Holland et al. (2005c).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
572,2007 The Physical Science Basis,2007,Heat Map,Heat Map,Tropospheric column NO2 from (a) satellite measurements and (b) atmospheric chemistry models. The maps represent ensemble average annual mean tropospheric NO2 column density maps for the year 2000,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
573,2007 The Physical Science Basis,2007,Scatter Plot,Scatter Plot,a) Minimum arctic total column ozone for March to April and (b) minimum antarctic total column ozone for September to October (both poleward of 60�) in Dobson Units (DU).,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
574,2007 The Physical Science Basis,2007,Isarithmic map,Isarithmic map,(a) Chinese desert distributions from 1960 to 1979 and desert plus desertifi cation areas from 1980 to 1999. (b) Sources (S1 to S10) and typical depositional areas (D1 and D2) for Asian dust indicated by spring average dust emission fl ux (kg km�2 per month) averaged over 1960 to 2002.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
575,2007 The Physical Science Basis,2007,Bar Graph,Bar Graph,"Global mean total anthropogenic aerosol effect (direct, semi-direct and indirect cloud albedo and lifetime effects) defi ned as the response in net radiation at TOA from pre-industrial times to the present day and its contribution over the NH and SH, over oceans and over land, and the ratio over oceans/land. Red bars refer to anthropogenic sulphate (",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
576,2007 The Physical Science Basis,2007,Bar Graph,Bar Graph,"to the present day and its contribution over the NH and SH, over oceans and over land. Red bars refer to anthropogenic sulphate (Easter et al., 2004; Ming et al., 2005+),",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
577,2007 The Physical Science Basis,2007,Bar Graph,Bar Graph,"Global mean change in net solar radiation at the surface due to the total anthropogenic aerosol effect (direct, semi-direct and indirect cloud albedo and lifetime effects) from pre-industrial times to the present day and its contribution over the NH and SH, over oceans and over land and the ratio over oceans/land. Red bars refer to anthropogenic sulphate",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
578,2007 The Physical Science Basis,2007,Heat Map,Line Chart,"annual mean clear sky TOA shortwave radiation (W m�2) calculated by Brasseur and Roeckner (2005) for the time period 2071 to 2100 and (b) on the annual mean surface air temperature (�C) calculated for the same time period. (c) temporal evolution of global and annual mean surface air temperature anomalies (�C) with respect to the mean 1961 to 1990 values. The evolution prior to the year 2000 is driven by observed atmospheric concentrations of greenhouse gases and aerosols as adopted by IPCC (see Chapter 10). After 2000, the concentration of greenhouse gases remains constant while the aerosol burden is unchanged (blue line) or set to zero (red line). The black curve shows observations (A. Jones et al., 2001;",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
579,2007 The Physical Science Basis,2007,Isarithmic map,None,"Long-term mean ocean current velocities at 100 m depth (vectors, unit: m s�1) and sea surface temperature (colours, �C) around the Kuroshio and the Kuroshio Extension obtained from a control experiment forced by pre-industrial conditions (CO2 concentration 295.9 ppm) using MIROC3.2 (hires).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
580,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"a) Observed climatological annual mean SST and, over land, surface air temperature (labelled contours) and the multi-model mean error in these temperatures, simulated minus observed (colour-shaded contours). (b) Size of the typical model error, as gauged by the root-mean-square error in this temperature, computed over all AOGCM simulations available in the MMD at PCMDI.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
581,2007 The Physical Science Basis,2007,Heat Map,None,"Observed standard deviation (labelled contours) of SST and, over land, surface air temperature, computed over the climatological monthly mean annual cycle, and the multi-model mean error in the standard deviations,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
582,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Root-mean-square (RMS) model error, as a function of latitude, in simulation of (a) outgoing SW radiation refl ected to space and (b) outgoing LW radiation",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
583,2007 The Physical Science Basis,2007,Line Chart,None,Annual mean east-west component of wind stress zonally averaged over the oceans.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
584,2007 The Physical Science Basis,2007,Line Chart,None,"Annual mean, zonally averaged SST error, simulated minus observed climatology.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
585,2007 The Physical Science Basis,2007,Heat Map,Line,"Time-mean observed potential temperature (�C), zonally averaged over all ocean basins (labelled contours) and multi-model mean error in this fi eld, simulated minus observed (colour-fi lled contours",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
586,2007 The Physical Science Basis,2007,Dotted Distribution,None,"Normalised RMS error in simulation of climatological patterns of monthly precipitation, mean sea level pressure and surface air temperature. Recent AOGCMs (circa 2005) are compared to their predecessors",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
587,2007 The Physical Science Basis,2007,Dotted Distribution,None,"Comparison of GCM climate feedback parameters for water vapour (WV), cloud (C), surface albedo (A), lapse rate (LR) and the combined water vapour plus lapse rate",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
588,2007 The Physical Science Basis,2007,Scatter Plot,None,"Scatter plot of simulated springtime ??s/?Ts values in climate change (ordinate) vs simulated springtime ??s/?Ts values in the seasonal cycle (abscissa) in transient climate change experiments with 17 AOGCMs used in this report (??s and Ts are surface albedo and surface air temperature, respectively",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
589,2007 The Physical Science Basis,2007,Scatter Plot,Scatter Plot,"Latitudinal distributions of the zonally averaged surface air temperature (a, b) and precipitation rate (c, d) for boreal winter (DJF) (a, c) and boreal summer (JJA) (b, d) as simulated at equilibrium by some of the EMICs used in Chapter 10 (see Table 8.3) for an atmospheric CO2 concentration of 280 ppm. In (a) and (b), observational data merged from Jennings (1975),",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
590,2007 The Physical Science Basis,2007,Line Chart ,None,"Contribution of external forcing to several high-variance reconstructions of NH temperature anomalies, (Esper et al., 2002; Briffa et al., 2001; Hegerl et al., 2007,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
591,2007 The Physical Science Basis,2007,Line Chart ,Line Chart ,Comparison between global mean surface temperature anomalies (�C) from observations (black) and AOGCM simulations forced with (a) both anthropogenic and natural forcings and (b) natural forcings only. All data are shown as global mean temperature anomalies relative to the period 1901 to 1950,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
592,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Trends in observed and simulated temperature changes (�C) over the 1901 to 2005 (left column) and 1979 to 2005 (right column) periods. First row: trends in observed temperature changes (Hadley Centre/Climatic Research Unit gridded surface temperature data set (HadCRUT3), Brohan et al., 2006).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
593,2007 The Physical Science Basis,2007,Line Chart,None,"Comparison of variability as a function of time scale of annual global mean temperatures (�C2 yr�1) from the observed record (Hadley Centre/Climatic Research Unit gridded surface temperature data set (HadCRUT3), Brohan et al., 2006) and from AOGCM simulations including both anthropogenic and natural forcings.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
594,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"As Figure 9.7, except for continental mean temperature. Spectra are calculated in the same manner as Figure 9.7. See the Supplementary Material, Appendix 9.C for a description of the regions and for details of the method used. Models simulate variability on decadal time scales and longer that is consistent with observations in all cases except two models over South America, five models over Asia and two models over Australia (at the 10% signifi cance level). ",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
595,2007 The Physical Science Basis,2007,Box and Whiskers,Box and Whiskers,"Estimated contribution from greenhouse gas (red), other anthropogenic (green) and natural (blue) components to observed global mean surface temperature changes, based on �optimal� detection analyses (Appendix 9.A). (a) 5 to 95% uncertainty limits on scaling factors (dimensionless) based on an analysis over the 20th century, (b) the estimated contribution of forced changes to temperature changes over the 20th century, expressed as the difference between 1990 to 1999",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
596,2007 The Physical Science Basis,2007,Dotted Distribution,None,"Observed and hindcast decadal mean surface temperature anomalies (�C) expressed, for each decade, relative to the preceding three decades. Observed anomalies are represented by horizontal black lines.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
597,2007 The Physical Science Basis,2007,Step chart,Line Chart,"Change in risk of mean European summer temperatures exceeding a threshold of 1.6�C above 1961 to 1990 mean temperatures, a threshold that was exceeded in 2003 but in no other year since the start of the instrumental record in 1851.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
598,2007 The Physical Science Basis,2007,Line Chart,None,Comparison between reanalysis and climate-model simulated global monthly mean anomalies in tropopause height. Model results are from two different PCM (Table 8.1),https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
599,2007 The Physical Science Basis,2007,Dotted Distribution,Connected Scatter Plot,"Strength of observed and model-simulated warming signal by depth for the World Ocean and for each ocean basin individually (in oC, see Barnett et al., 2005 and Pierce et al., 2006 for calculation of signal strength).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
600,2007 The Physical Science Basis,2007,Line Chart,None,"Global mean (ocean-only) anomalies relative to 1987 to 2000 in column-integrated water vapour (%) from simulations with the GFDL AM2-LM2 AGCM forced with observed SSTs (red), and satellite observations from SSM/I (black, Wentz and Schabel, 2000). From Soden et al. (2005).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
601,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Simulated and observed anomalies (with respect to 1961-1990) in terrestrial mean precipitation (a), and zonal mean precipitation trends 1901-1998 (b). Observations (thick black line) are based on a gridded data set of terrestrial rain gauge measurements (Hulme et al., 1998).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
602,2007 The Physical Science Basis,2007,Line Chart,None,"Observed (Climatic Research Unit TS 2.1; Mitchell and Jones, 2005) Sahel July to September rainfall for each year (black),",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
603,2007 The Physical Science Basis,2007,Line Chart,None,"Comparison between different estimates of the PDF (or relative likelihood) for ECS (�C). All PDFs/ likelihoods have been scaled to integrate to unity between 0�C and 10�C ECS. The bars show the respective 5 to 95% ranges, dots the median estimate.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
604,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Several steps from emissions to climate response contribute to the overall uncertainty of a climate model projection. These uncertainties can be quantifi ed through a combined effort of observation, process understanding,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
605,2007 The Physical Science Basis,2007,Box and Whiskers,Box and Whiskers,"Radiative forcings for the period 2000 to 2100 for the SRES A1B scenario diagnosed from AOGCMs and from the TAR (IPCC, 2001) forcing formulas (Forster and Taylor, 2006)",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
606,2007 The Physical Science Basis,2007,Box and Whiskers,Box and Whiskers,"Comparison of shortwave and longwave instantaneous radiative forcings and fl ux changes computed from AOGCMs and line-by-line (LBL) radiative transfer codes (W.D. Collins et al., 2006). (a) Instantaneous forcing from doubling atmospheric CO2 from its concentration in 1860; b) changes in radiative fl uxes caused by the 20% increase in water vapour expected in the climate produced from doubling atmospheric",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
607,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Time series of globally averaged (left) surface warming (surface air temperature change, �C) and (right) precipitation change (%) from the various global coupled models for the scenarios",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
608,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Zonal means over land and ocean separately, for annual mean surface warming (a, b) and precipitation (c, d), shown as ratios scaled with the global mean warming (a, c)",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
609,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Zonal means of change in atmospheric (top) and oceanic (bottom) temperatures (�C), shown as cross sections. Values are the multi-model means for the A1B scenario for three periods (a�c).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
610,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Multi-model mean of annual mean surface warming (surface air temperature change, �C) for the scenarios B1 (top), A1B (middle) and A2 (bottom), and three time periods, 2011 to 2030 (left), 2046 to 2065 (middle) and 2080 to 2099 (right).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
611,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Multi-model mean changes in surface air temperature (�C, left), precipitation (mm day�1, middle) and sea level pressure (hPa, right) for boreal winter (DJF, top) and summer (JJA, bottom). Changes are given for the SRES A1B scenario, for the period 2080 to 2099 relative to 1980 to 1999.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
612,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Multi-model mean changes in (a) zonal mean cloud fraction (%), shown as a cross section though the atmosphere, and (b) total cloud area fraction (percent cover from all models",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
613,2007 The Physical Science Basis,2007,Bar Graph,Heat Map,Changes in (a) global mean cloud radiative forcing (W m�2) from individual models (see Table 10.4 for the list of models) and (b) multi-model mean diurnal temperature range (�C).,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
614,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Multi-model mean changes in (a) precipitation (mm day�1), (b) soil moisture content (%), (c) runoff (mm day�1) and (d) evaporation (mm day�1). To indicate consistency in the sign of change, regions are stippled where at least 80% of models agree on the sign of the mean change",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
615,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Multi-model simulated anomalies in sea ice extent for the 20th century (20c3m) and 21st century using the SRES A2, A1B and B1 as well as the commitment scenario for (a) Northern Hemisphere January to March (JFM), (b) Northern Hemisphere July to September (JAS).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
616,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Multi-model mean sea ice concentration (%) for January to March (JFM) and June to September (JAS), in the Arctic (top) and Antarctic (bottom) for the periods (a) 1980 to 2000 and b) 2080 to 2100 for the SRES A1B scenario. The dashed white line indicates the present-day 15% average sea ice concentration limit. Modifi ed from Flato et al. (2004).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
617,2007 The Physical Science Basis,2007,Line Chart,None,Evolution of the Atlantic meridional overturning circulation (MOC) at 30�N in simulations with the suite of comprehensive coupled climate models (see Table 8.1 for model details) from 1850 to 2100 using 20th Century Climate in Coupled Models,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
618,2007 The Physical Science Basis,2007,Dotted Distribution,None,Base state change in average tropical Pacifi c SSTs and change in El Ni�o variability simulated by AOGCMs (see Table 8.1 for model details).,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
619,2007 The Physical Science Basis,2007,Dotted Distribution,Line Chart,"a) Multi-model mean of the regression of the leading EOF of ensemble mean Northern Hemisphere sea level pressure (NH SLP, thin red line).b) As in (a) for Southern Hemisphere SLP for models with (red) and without (blue) ozone forcing. Adapted from Miller et al. (2006).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
620,2007 The Physical Science Basis,2007,Line Chart,Heat Map,"Changes in extremes based on multi-model simulations from nine global coupled climate models, adapted from Tebaldi et al. (2006). (a) Globally averaged changes in precipitation intensity (defi ned as the annual total precipitation divided by the number of wet days) for a low",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
621,2007 The Physical Science Basis,2007,Line Chart,Heat Map,"Changes in extremes based on multi-model simulations from nine global coupled climate models, adapted from Tebaldi et al. (2006).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
622,2007 The Physical Science Basis,2007,Line Chart,Line Chart,a) 21st-century atmospheric CO2 concentration as simulated by the 11 C4MIP models for the SRES A2 emission scenario (red) compared with the standard atmospheric CO2 concentration used as a forcing for many IPCC AR4 climate models (black).b) Globally averaged surface temperature change (relative to 2000) simulated by the C4MIP models forced by CO2 emissions,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
623,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"(a) Atmospheric CO2 stabilisation scenarios SP1000 (red), SP750 (blue), SP550 (green) and SP450 (black). (b) Compatible annual emissions calculated by three models, the Hadley simple model (Jones et al., 2006; solid),",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
624,2007 The Physical Science Basis,2007,Line Chart,Area chart,Projected CO2 emissions leading to stabilisation of atmospheric CO2 concentrations at different levels and the effect of uncertainty in carbon cycle processes on calculated emissions,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
625,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Multi-model median for projected levels of saturation (%) with respect to aragonite, a meta-stable form of calcium carbonate, over the 21st century from the Ocean Carbon-Cycle Model Intercomparison Project (OCMIP-2) models (adapted from Orr et al., 2005)",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
626,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Changes in global average surface pH and saturation state with respect to aragonite in the Southern Ocean under various SRES scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
